Infinitive,Präsens_ich,Präsens_du,"Präsens_er, sie, es",Präteritum_ich,Partizip II,Konjunktiv II_ich,Imperativ Singular,Imperativ Plural,Hilfsverb
submittieren,submittiere,submittierst,submittiert,submittierte,submittiert,submittierte,submittier,submittiert,hat
zerschlagen,zerschlage,zerschlägst,zerschlägt,zerschlug,zerschlagen,zerschlüge,zerschlag,zerschlagt,hat
miefen,miefe,miefst,mieft,miefte,gemieft,miefte,mief,mieft,hat
nacktbaden,bade nackt,badest nackt,badet nackt,badete nackt,nacktgebadet,badete nackt,bad nackt,badet nackt,hat
subrogieren,subrogiere,subrogierst,subrogiert,subrogierte,subrogiert,subrogierte,subrogier,subrogiert,hat
lichten,lichte,lichtest,lichtet,lichtete,gelichtet,lichtete,licht,lichtet,hat
bereitstehen,stehe bereit,stehst bereit,steht bereit,stand bereit,bereitgestanden,stünde bereit,stehe bereit,steht bereit,hat
mäßigen,mäßige,mäßigst,mäßigt,mäßigte,gemäßigt,mäßigte,mäßige,mäßigt,hat
schwirren,schwirre,schwirrst,schwirrt,schwirrte,geschwirrt,schwirrte,schwirr,schwirrt,ist
simulieren,simuliere,simulierst,simuliert,simulierte,simuliert,simulierte,simuliere,simuliert,hat
queren,quere,querst,quert,querte,gequert,querte,quer,quert,hat
retournieren,retourniere,retournierst,retourniert,retournierte,retourniert,retournierte,retourniere,retourniert,hat
abpflücken,pflücke ab,pflückst ab,pflückt ab,pflückte ab,abgepflückt,pflückte ab,pflücke ab,pflückt ab,hat
grausen,grause,graust,graust,grauste,gegraust,grauste,graus,graust,hat
inszenieren,inszeniere,inszenierst,inszeniert,inszenierte,inszeniert,inszenierte,inszeniere,inszeniert,hat
tünchen,tünche,tünchst,tüncht,tünchte,getüncht,tünchte,tünche,tüncht,hat
herausschneiden,schneide heraus,schneidest heraus,schneidet heraus,schnitt heraus,herausgeschnitten,schnitte heraus,schneid heraus,schneidet heraus,hat
verbeugen,verbeuge,verbeugst,verbeugt,verbeugte,verbeugt,verbeugte,verbeug,verbeugt,hat
roden,rode,rodest,rodet,rodete,gerodet,rodete,rode,rodet,hat
remisieren,remisiere,remisierst,remisiert,remisierte,remisiert,remisierte,remisier,remisiert,hat
mehlieren,mehliere,mehlierst,mehliert,mehlierte,mehliert,mehlierte,mehliere,mehliert,hat
betanzen,betanze,betanzt,betanzt,betanzte,betanzt,betanzte,betanz,betanzt,hat
auslichten,lichte aus,lichtest aus,lichtet aus,lichtete aus,ausgelichtet,lichtete aus,lichte aus,lichtet aus,hat
anläuten,läute an,läutest an,läutet an,läutete an,angeläutet,läutete an,läute an,läutet an,hat
aufringen,ringe auf,ringst auf,ringt auf,rang auf,aufgerungen,ränge auf,ring auf,ringt auf,hat
fenzen,fenze,fenzt,fenzt,fenzte,gefenzt,fenzte,fenz,fenzt,hat
festfragen,festfrage,festfragst,festfragt,festfragte,gefestfragt,festfragte,festfrag,festfragt,hat
novellieren,novelliere,novellierst,novelliert,novellierte,novelliert,novellierte,novellier,novelliert,hat
segnen,segne,segnest,segnet,segnete,gesegnet,segnete,segne,segnet,hat
kehrtmachen,mache kehrt,machst kehrt,macht kehrt,machte kehrt,kehrtgemacht,machte kehrt,mach kehrt,macht kehrt,hat
erschallen,erschalle,erschallst,erschallt,erschallte,erschallt,erschallte,erschall,erschallt,hat
exaggerieren,exaggeriere,exaggerierst,exaggeriert,exaggerierte,exaggeriert,exaggerierte,exaggeriere,exaggeriert,hat
klehen,klehe,klehst,kleht,klehte,gekleht,klehte,kleh,kleht,hat
aggravieren,aggraviere,aggravierst,aggraviert,aggravierte,aggraviert,aggravierte,aggravier,aggraviert,hat
erzwingen,erzwinge,erzwingst,erzwingt,erzwang,erzwungen,erzwänge,erzwinge,erzwingt,hat
kauderwelschen,kauderwelsche,kauderwelschst,kauderwelscht,kauderwelschte,gekauderwelscht,kauderwelschte,kauderwelsch,kauderwelscht,hat
missraten,missrate,missrätst,missrät,missriet,missraten,missriete,missrate,missratet,hat
evolvieren,evolviere,evolvierst,evolviert,evolvierte,evolviert,evolvierte,evolviere,evolviert,hat
ruminieren,ruminiere,ruminierst,ruminiert,ruminierte,ruminiert,ruminierte,ruminier,ruminiert,hat
verjähren,—,—,verjährt,verjährte,verjährt,verjährte,—,—,ist
guffeln,guffle,guffelst,guffelt,guffelte,geguffelt,guffelte,guffel,guffelt,hat
verkasematuckeln,verkasematuckle,verkasematuckelst,verkasematuckelt,verkasematuckelte,verkasematuckelt,verkasematuckelte,verkasematuckel,verkasematuckelt,hat
supplizieren,suppliziere,supplizierst,suppliziert,supplizierte,suppliziert,supplizierte,supplizier,suppliziert,hat
enteignen,enteigne,enteignest,enteignet,enteignete,enteignet,enteignete,enteigne,enteignet,hat
bereichern,bereichere,bereicherst,bereichert,bereicherte,bereichert,bereicherte,bereichere,bereichert,hat
festen,feste,festest,festet,festete,gefestet,festete,fest,festet,hat
aerifizieren,aerifiziere,aerifizierst,aerifiziert,aerifizierte,aerifiziert,aerifizierte,aerifizier,aerifiziert,hat
schnellen,schnelle,schnellst,schnellt,schnellte,geschnellt,schnellte,schnell,schnellt,hat
berufen,berufe,berufst,beruft,berief,berufen,beriefe,beruf,beruft,hat
manschen,mansche,manschst,manscht,manschte,gemanscht,manschte,mansch,manscht,hat
mantschen,mantsche,mantschst,mantscht,mantschte,gemantscht,mantschte,mantsch,mantscht,hat
matschen,matsche,matschst,matscht,matschte,gematscht,matschte,matsch,matscht,hat
zedieren,zediere,zedierst,zediert,zedierte,zediert,zedierte,zediere,zediert,hat
zusammenreißen,reiße zusammen,reißt zusammen,reißt zusammen,riss zusammen,zusammengerissen,risse zusammen,reiß zusammen,reißt zusammen,hat
schlingern,schlingere,schlingerst,schlingert,schlingerte,geschlingert,schlingerte,schlinger,schlingert,hat
schwojen,—,—,schwojt,schwojte,geschwojt,schwojte,—,—,hat
fotokopieren,fotokopiere,fotokopierst,fotokopiert,fotokopierte,fotokopiert,fotokopierte,fotokopier,fotokopiert,hat
photokopieren,photokopiere,photokopierst,photokopiert,photokopierte,photokopiert,photokopierte,photokopier,photokopiert,hat
beheben,behebe,behebst,behebt,behob,behoben,behöbe,behebe,behebt,hat
befassen,befasse,befasst,befasst,befasste,befasst,befasste,befass,befasst,hat
dazusagen,sage dazu,sagst dazu,sagt dazu,sagte dazu,dazugesagt,sagte dazu,sage dazu,sagt dazu,hat
abwehren,wehre ab,wehrst ab,wehrt ab,wehrte ab,abgewehrt,wehrte ab,wehr ab,wehrt ab,hat
glucksen,gluckse,gluckst,gluckst,gluckste,gegluckst,gluckste,glucks,gluckst,hat
abdreschen,dresche ab,drischst ab,drischt ab,drasch ab,abgedroschen,dräsche ab,drisch ab,drescht ab,hat
freihalten,halte frei,hältst frei,hält frei,hielt frei,freigehalten,hielte frei,halt frei,haltet frei,hat
näherkommen,komme näher,kommst näher,kommt näher,kam näher,nähergekommen,käme näher,komm näher,kommt näher,ist
abkönnen,kann ab,kannst ab,kann ab,konnte ab,abgekonnt,könnte ab,—,—,hat
abrutschen,rutsche ab,rutschst ab,rutscht ab,rutschte ab,abgerutscht,rutschte ab,rutsch ab,rutscht ab,ist
zusammenbrechen,breche zusammen,brichst zusammen,bricht zusammen,brach zusammen,zusammengebrochen,bräche zusammen,brich zusammen,brecht zusammen,ist
auswürgen,würge aus,würgst aus,würgt aus,würgte aus,ausgewürgt,würgte aus,würg aus,würgt aus,hat
zusammenschrauben,schraube zusammen,schraubst zusammen,schraubt zusammen,schraubte zusammen,zusammengeschraubt,schraubte zusammen,schraub zusammen,schraubt zusammen,hat
bladen,blade,bladest,bladet,bladete,gebladet,bladete,blade,bladet,ist
inlinen,inline,inlinest,inlinet,inlinete,geinlinet,inlinete,inline,inlinet,ist
inlinern,inlinere,inlinerst,inlinert,inlinerte,geinlinert,inlinerte,inlinere,inlinert,ist
inlineskaten,inlineskate,inlineskatest,inlineskatet,inlineskatete,inlinegeskatet,inlineskatete,inlineskate,inlineskatet,ist
rollerbladen,rollerblade,rollerbladest,rollerbladet,rollerbladete,rollergebladet,rollerbladete,rollerblade,rollerbladet,ist
menstruieren,menstruiere,menstruierst,menstruiert,menstruierte,menstruiert,menstruierte,menstruiere,menstruiert,hat
verbuchen,verbuche,verbuchst,verbucht,verbuchte,verbucht,verbuchte,verbuch,verbucht,hat
mitspielen,spiele mit,spielst mit,spielt mit,spielte mit,mitgespielt,spielte mit,spiel mit,spielt mit,hat
verurteilen,verurteile,verurteilst,verurteilt,verurteilte,verurteilt,verurteilte,verurteil,verurteilt,hat
lüften,lüfte,lüftest,lüftet,lüftete,gelüftet,lüftete,lüfte,lüftet,hat
überwältigen,überwältige,überwältigst,überwältigt,überwältigte,überwältigt,überwältigte,überwältige,überwältigt,hat
buben,bube,bubst,bubt,bubte,gebubt,bubte,bub,bubt,hat
letzen,letze,letzt,letzt,letzte,geletzt,letzte,letz,letzt,hat
flitzen,flitze,flitzt,flitzt,flitzte,geflitzt,flitzte,flitz,flitzt,hat
quieken,quieke,quiekst,quiekt,quiekte,gequiekt,quiekte,quiek,quiekt,hat
quieksen,quiekse,quiekst,quiekst,quiekste,gequiekst,quiekste,quieks,quiekst,hat
fouragieren,fouragiere,fouragierst,fouragiert,fouragierte,fouragiert,fouragierte,fouragiere,fouragiert,hat
tunneln,tunnele,tunnelst,tunnelt,tunnelte,getunnelt,tunnelte,tunnele,tunnelt,hat
runterholen,hole runter,holst runter,holt runter,holte runter,runtergeholt,holte runter,hol runter,holt runter,hat
hochkriegen,kriege hoch,kriegst hoch,kriegt hoch,kriegte hoch,hochgekriegt,kriegte hoch,krieg hoch,kriegt hoch,hat
verblöden,verblöde,verblödest,verblödet,verblödete,verblödet,verblödete,verblöd,verblödet,ist
verschmerzen,verschmerze,verschmerzt,verschmerzt,verschmerzte,verschmerzt,verschmerzte,verschmerz,verschmerzt,hat
abbrühen,brühe ab,brühst ab,brüht ab,brühte ab,abgebrüht,brühte ab,brüh ab,brüht ab,hat
abdüsen,düse ab,düst ab,düst ab,düste ab,abgedüst,düste ab,düse ab,düst ab,ist
abrackern,rackere ab,rackerst ab,rackert ab,rackerte ab,abgerackert,rackerte ab,rackere ab,rackert ab,hat
festschrauben,schraube fest,schraubst fest,schraubt fest,schraubte fest,festgeschraubt,schraubte fest,schraub fest,schraubt fest,hat
draufkommen,komme drauf,kommst drauf,kommt drauf,kam drauf,draufgekommen,käme drauf,komm drauf,kommt drauf,ist
podcasten,podcaste,podcastest,podcastet,podcastete,gepodcastet,podcastete,podcaste,podcastet,hat
schuppen,schuppe,schuppst,schuppt,schuppte,geschuppt,schuppte,schupp,schuppt,hat
anwackeln,wackle an,wackelst an,wackelt an,wackelte an,angewackelt,wackelte an,wackle an,wackelt an,ist
föhnen,föhne,föhnst,föhnt,föhnte,geföhnt,föhnte,föhn,föhnt,hat
einkriegen,kriege ein,kriegst ein,kriegt ein,kriegte ein,eingekriegt,kriegte ein,krieg ein,kriegt ein,hat
elektrifizieren,elektrifiziere,elektrifizierst,elektrifiziert,elektrifizierte,elektrifiziert,elektrifizierte,elektrifiziere,elektrifiziert,hat
aufgeilen,geile auf,geilst auf,geilt auf,geilte auf,aufgegeilt,geilte auf,geile auf,geilt auf,hat
ertrügen,ertrüge,ertrügst,ertrügt,ertrog,ertrogen,ertröge,ertrüge,ertrügt,hat
schmauchen,schmauche,schmauchst,schmaucht,schmauchte,geschmaucht,schmauchte,schmauch,schmaucht,hat
umgraben,grabe um,gräbst um,gräbt um,grub um,umgegraben,grübe um,grab um,grabt um,hat
stromern,stromere,stromerst,stromert,stromerte,gestromert,stromerte,stromere,stromert,ist
verspringen,verspringe,verspringst,verspringt,versprang,versprungen,verspränge,verspring,verspringt,ist
drankriegen,kriege dran,kriegst dran,kriegt dran,kriegte dran,drangekriegt,kriegte dran,krieg dran,kriegt dran,hat
asphaltieren,asphaltiere,asphaltierst,asphaltiert,asphaltierte,asphaltiert,asphaltierte,asphaltier,asphaltiert,hat
ausbaggern,baggere aus,baggerst aus,baggert aus,baggerte aus,ausgebaggert,baggerte aus,baggere aus,baggert aus,hat
faken,fake,fakst,fakt,fakte,gefakt,fakte,fak,fakt,hat
shishen,shishe,shishst,shisht,shishte,geshisht,shishte,shish,shisht,hat
fisten,fiste,fistest,fistet,fistete,gefistet,fistete,fiste,fistet,hat
abpölen,pöle ab,pölst ab,pölt ab,pölte ab,abgepölt,pölte ab,pöle ab,pölt ab,hat
zetern,zetere,zeterst,zetert,zeterte,gezetert,zeterte,zetere,zetert,hat
pöbeln,pöble,pöbelst,pöbelt,pöbelte,gepöbelt,pöbelte,pöble,pöbelt,hat
einwechseln,wechsele ein,wechselst ein,wechselt ein,wechselte ein,eingewechselt,wechselte ein,wechsle ein,wechselt ein,hat
absporen,—,—,sport ab,sporte ab,abgesport,sporte ab,—,—,hat
richtigliegen,liege richtig,liegst richtig,liegt richtig,lag richtig,richtiggelegen,läge richtig,lieg richtig,liegt richtig,hat
ausbitten,bitte aus,bittest aus,bittet aus,bat aus,ausgebeten,bäte aus,bitte aus,bittet aus,hat
abtupfen,tupfe ab,tupfst ab,tupft ab,tupfte ab,abgetupft,tupfte ab,tupfe ab,tupft ab,hat
reingrätschen,grätsche rein,grätschst rein,grätscht rein,grätschte rein,reingegrätscht,grätschte rein,grätsch rein,grätscht rein,hat
durchschlafen,schlafe durch,schläfst durch,schläft durch,schlief durch,durchgeschlafen,schliefe durch,schlaf durch,schlaft durch,hat
dibbeln,dibble,dibbelst,dibbelt,dibbelte,gedibbelt,dibbelte,dibble,dibbelt,hat
schnacken,schnacke,schnackst,schnackt,schnackte,geschnackt,schnackte,schnack,schnackt,hat
wegwerfen,werfe weg,wirfst weg,wirft weg,warf weg,weggeworfen,würfe weg,wirf weg,werft weg,hat
zusammenleimen,leime zusammen,leimst zusammen,leimt zusammen,leimte zusammen,zusammengeleimt,leimte zusammen,leim zusammen,leimt zusammen,hat
aufrechterhalten,erhalte aufrecht,erhältst aufrecht,erhält aufrecht,erhielt aufrecht,aufrechterhalten,erhielte aufrecht,erhalte aufrecht,erhaltet aufrecht,hat
durchlaufen,laufe durch,läufst durch,läuft durch,lief durch,durchgelaufen,liefe durch,lauf durch,lauft durch,ist
flachlegen,lege flach,legst flach,legt flach,legte flach,flachgelegt,legte flach,leg flach,legt flach,hat
anöden,öde an,ödest an,ödet an,ödete an,angeödet,ödete an,öde an,ödet an,hat
infundieren,infundiere,infundierst,infundiert,infundierte,infundiert,infundierte,infundiere,infundiert,hat
einherschreiten,schreite einher,schreitest einher,schreitet einher,schritt einher,einhergeschritten,schritte einher,schreit einher,schreitet einher,ist
schwarzfahren,fahre schwarz,fährst schwarz,fährt schwarz,fuhr schwarz,schwarzgefahren,führe schwarz,fahr schwarz,fahrt schwarz,ist
schwarzarbeiten,arbeite schwarz,arbeitest schwarz,arbeitet schwarz,arbeitete schwarz,schwarzgearbeitet,arbeitete schwarz,arbeit schwarz,arbeitet schwarz,hat
herumballern,baller herum,ballerst herum,ballert herum,ballerte herum,herumgeballert,ballerte herum,baller herum,ballert herum,hat
ansammeln,sammle an,sammelst an,sammelt an,sammelte an,angesammelt,sammelte an,sammle an,sammelt an,hat
notschlachten,notschlachte,notschlachtest,notschlachtet,notschlachtete,notgeschlachtet,notschlachtete,notschlachte,notschlachtet,hat
anfallen,falle an,fällst an,fällt an,fiel an,angefallen,fiele an,falle an,fallt an,hat
verunzieren,verunziere,verunzierst,verunziert,verunzierte,verunziert,verunzierte,verunzier,verunziert,hat
abnudeln,nudele ab,nudelst ab,nudelt ab,nudelte ab,abgenudelt,nudelte ab,nudele ab,nudelt ab,hat
recyceln,recycele,recycelst,recycelt,recycelte,recycelt,recycelte,recycele,recycelt,hat
recyclen,recycle,recyclest,recyclet,recyclete,recyclet,recyclete,recycle,recyclet,hat
bankrottieren,bankrottiere,bankrottierst,bankrottiert,bankrottierte,bankrottiert,bankrottierte,bankrottier,bankrottiert,hat
veraasen,veraase,veraast,veraast,veraaste,veraast,veraaste,veraas,veraast,hat
reinwaschen,wasche rein,wäschst rein,wäscht rein,wusch rein,reingewaschen,wüsche rein,wasch rein,wascht rein,hat
exorzieren,exorziere,exorzierst,exorziert,exorzierte,exorziert,exorzierte,exorzier,exorziert,hat
exorzisieren,exorzisiere,exorzisierst,exorzisiert,exorzisierte,exorzisiert,exorzisierte,exorzisier,exorzisiert,hat
arrondieren,arrondiere,arrondierst,arrondiert,arrondierte,arrondiert,arrondierte,arrondiere,arrondiert,hat
ausbügeln,bügle aus,bügelst aus,bügelt aus,bügelte aus,ausgebügelt,bügelte aus,bügle aus,bügelt aus,hat
neuern,neuere,neuerst,neuert,neuerte,geneuert,neuerte,neuere,neuert,hat
doubeln,double,doubelst,doubelt,doubelte,gedoubelt,doubelte,double,doubelt,hat
verbremsen,verbremse,verbremst,verbremst,verbremste,verbremst,verbremste,verbrems,verbremst,hat
anschnauzen,schnauze an,schnauzt an,schnauzt an,schnauzte an,angeschnauzt,schnauzte an,schnauze an,schnauzt an,hat
bostitchen,bostitche,bostitchst,bostitcht,bostitchte,gebostitcht,bostitchte,bostitche,bostitcht,hat
sensen,sense,senst,senst,senste,gesenst,senste,sens,senst,hat
fusseln,fussele,fusselst,fusselt,fusselte,gefusselt,fusselte,fussele,fusselt,hat
feuerbestatten,feuerbestatte,feuerbestattest,feuerbestattet,feuerbestattete,feuerbestattet,feuerbestattete,feuerbestatte,feuerbestattet,hat
annoncieren,annonciere,annoncierst,annonciert,annoncierte,annonciert,annoncierte,annoncier,annonciert,hat
inserieren,inseriere,inserierst,inseriert,inserierte,inseriert,inserierte,inseriere,inseriert,hat
ausposaunen,posaune aus,posaunst aus,posaunt aus,posaunte aus,ausposaunt,posaunte aus,posaune aus,posaunt aus,hat
posaunen,posaune,posaunst,posaunt,posaunte,posaunt,posaunte,posaun,posaunt,hat
bloggen,blogge,bloggst,bloggt,bloggte,gebloggt,bloggte,blogg,bloggt,hat
periodisieren,periodisiere,periodisierst,periodisiert,periodisierte,periodisiert,periodisierte,periodisier,periodisiert,hat
abfassen,fasse ab,fasst ab,fasst ab,fasste ab,abgefasst,fasste ab,fass ab,fasst ab,hat
nuscheln,nuschle,nuschelst,nuschelt,nuschelte,genuschelt,nuschelte,nuschle,nuschelt,hat
synthetisieren,synthetisiere,synthetisierst,synthetisiert,synthetisierte,synthetisiert,synthetisierte,synthetisier,synthetisiert,hat
patchen,patche,patchst,patcht,patchte,gepatcht,patchte,patche,patcht,hat
anbraten,brate an,brätst an,brät an,briet an,angebraten,briete an,brat an,bratet an,hat
bestreuen,bestreue,bestreust,bestreut,bestreute,bestreut,bestreute,bestreue,bestreut,hat
abgießen,gieße ab,gießt ab,gießt ab,goss ab,abgegossen,gösse ab,gieß ab,gießt ab,hat
einfetten,fette ein,fettest ein,fettet ein,fettete ein,eingefettet,fettete ein,fett ein,fettet ein,hat
unterheben,hebe unter,hebst unter,hebt unter,hob unter,untergehoben,höbe unter,hebe unter,hebt unter,hat
einfüllen,fülle ein,füllst ein,füllt ein,füllte ein,eingefüllt,füllte ein,füll ein,füllt ein,hat
verquirlen,verquirle,verquirlst,verquirlt,verquirlte,verquirlt,verquirlte,verquirl,verquirlt,hat
übergießen,gieße über,gießt über,gießt über,goss über,übergegossen,gösse über,gieß über,gießt über,hat
aufgießen,gieße auf,gießt auf,gießt auf,goss auf,aufgegossen,gösse auf,gieß auf,gießt auf,hat
abtropfen,tropfe ab,tropfst ab,tropft ab,tropfte ab,abgetropft,tropfte ab,tropfe ab,tropft ab,ist
aufwarten,warte auf,wartest auf,wartet auf,wartete auf,aufgewartet,wartete auf,warte auf,wartet auf,hat
mumpeln,mumpele,mumpelst,mumpelt,mumpelte,gemumpelt,mumpelte,mumpele,mumpelt,hat
anreißen,reiße an,reißt an,reißt an,riss an,angerissen,risse an,reiße an,reißt an,hat
akkordieren,akkordiere,akkordierst,akkordiert,akkordierte,akkordiert,akkordierte,akkordier,akkordiert,hat
überhöhen,überhöhe,überhöhst,überhöht,überhöhte,überhöht,überhöhte,überhöh,überhöht,hat
verzerren,verzerre,verzerrst,verzerrt,verzerrte,verzerrt,verzerrte,verzerr,verzerrt,hat
erdreisten,erdreiste,erdreistest,erdreistet,erdreistete,erdreistet,erdreistete,erdreist,erdreistet,hat
anknüpfen,knüpfe an,knüpfst an,knüpft an,knüpfte an,angeknüpft,knüpfte an,knüpf an,knüpft an,hat
bezweifeln,bezweifle,bezweifelst,bezweifelt,bezweifelte,bezweifelt,bezweifelte,bezweifle,bezweifelt,hat
henken,henke,henkst,henkt,henkte,gehenkt,henkte,henk,henkt,hat
aufzwingen,zwinge auf,zwingst auf,zwingt auf,zwang auf,aufgezwungen,zwänge auf,zwinge auf,zwingt auf,hat
plustern,plustere,plusterst,plustert,plusterte,geplustert,plusterte,pluster,plustert,hat
zahnen,zahne,zahnst,zahnt,zahnte,gezahnt,zahnte,zahne,zahnt,hat
drängeln,drängle,drängelst,drängelt,drängelte,gedrängelt,drängelte,drängle,drängelt,hat
konferieren,konferiere,konferierst,konferiert,konferierte,konferiert,konferierte,konferiere,konferiert,hat
gebaren,gebare,gebarst,gebart,gebarte,gebart,gebarte,gebar,gebart,hat
vollkotzen,kotze voll,kotzt voll,kotzt voll,kotzte voll,vollgekotzt,kotzte voll,kotze voll,kotzt voll,hat
trollen,trolle,trollst,trollt,trollte,getrollt,trollte,trolle,trollt,hat
verpfänden,verpfände,verpfändest,verpfändet,verpfändete,verpfändet,verpfändete,verpfänd,verpfändet,hat
verlöten,verlöte,verlötest,verlötet,verlötete,verlötet,verlötete,verlöte,verlötet,hat
anbändeln,bändele an,bändelst an,bändelt an,bändelte an,angebändelt,bändelte an,bändele an,bändelt an,hat
aufschieben,schiebe auf,schiebst auf,schiebt auf,schob auf,aufgeschoben,schöbe auf,schieb auf,schiebt auf,hat
